image_id,threshold_pct,llava-1.5-7b-hf__InternVL2-1B,llava-1.5-7b-hf__dinov2_vits14,InternVL2-1B__dinov2_vits14,triple_iou
01-Illegal_Activitiy/60,20.0,0.10267867892980576,0.1593243032693863,0.05143309384584427,0.0059337010607123375
01-Illegal_Activitiy/60,30.0,0.1438993513584137,0.22772420942783356,0.12774918973445892,0.02961275540292263
01-Illegal_Activitiy/66,5.0,0.022371161729097366,0.012104366905987263,0.0,0.0
01-Illegal_Activitiy/66,10.0,0.08972440659999847,0.05391401797533035,0.004851128440350294,0.0
01-Illegal_Activitiy/66,15.0,0.11338308453559875,0.09804175794124603,0.01644657924771309,0.0013458029134199023
01-Illegal_Activitiy/66,20.0,0.12243984639644623,0.14254629611968994,0.029969893395900726,0.004171345848590136
01-Illegal_Activitiy/66,30.0,0.16462922096252441,0.2285926789045334,0.07231509685516357,0.01900194026529789
01-Illegal_Activitiy/67,5.0,0.039985258132219315,0.07946830242872238,0.059110525995492935,0.0
01-Illegal_Activitiy/67,10.0,0.05204790085554123,0.09088273346424103,0.10622244328260422,0.0050956737250089645
01-Illegal_Activitiy/67,15.0,0.07251884043216705,0.13172492384910583,0.12112284451723099,0.007472282275557518
01-Illegal_Activitiy/67,20.0,0.1054319366812706,0.18205375969409943,0.14853248000144958,0.016624264419078827
01-Illegal_Activitiy/67,30.0,0.16959629952907562,0.26465150713920593,0.20967943966388702,0.05584702268242836
01-Illegal_Activitiy/73,5.0,0.02394775114953518,0.04008108377456665,0.03039707988500595,0.0
01-Illegal_Activitiy/73,10.0,0.03044133074581623,0.1140277311205864,0.019967474043369293,0.0003283317491877824
01-Illegal_Activitiy/73,15.0,0.05288027971982956,0.17263346910476685,0.016660163179039955,0.0013984090182930231
01-Illegal_Activitiy/73,20.0,0.06948655098676682,0.221047505736351,0.025455866008996964,0.004394461400806904
01-Illegal_Activitiy/73,30.0,0.12062205374240875,0.2997908294200897,0.07796362042427063,0.02196214534342289
01-Illegal_Activitiy/77,5.0,0.0010642071720212698,0.004359818529337645,0.029645171016454697,0.0
01-Illegal_Activitiy/77,10.0,0.023620618507266045,0.07289488613605499,0.04911481961607933,0.0037575718015432358
01-Illegal_Activitiy/77,15.0,0.05373199284076691,0.10806477814912796,0.05897067114710808,0.004559167195111513
01-Illegal_Activitiy/77,20.0,0.08824946731328964,0.1336546689271927,0.07979244738817215,0.007859918288886547
01-Illegal_Activitiy/77,30.0,0.18724694848060608,0.20293381810188293,0.14657142758369446,0.03870425000786781
01-Illegal_Activitiy/79,5.0,0.011922904290258884,0.0,0.0,0.0
01-Illegal_Activitiy/79,10.0,0.06797218322753906,0.027954835444688797,0.005925595760345459,0.0
01-Illegal_Activitiy/79,15.0,0.09385698288679123,0.0564931221306324,0.011377549730241299,0.00010938764899037778
