image_id,llava-1.5-7b-hf__InternVL2-1B,llava-1.5-7b-hf__dinov2_vits14,InternVL2-1B__dinov2_vits14
06-Fraud/3,"{'spearman': 0.044063405667664514, 'cosine': 0.7200365266055561}","{'spearman': 0.25152026770442837, 'cosine': 0.8061752936380716}","{'spearman': 0.1766352417250726, 'cosine': 0.7100031281885383}"
06-Fraud/34,"{'spearman': -0.023498079496477718, 'cosine': 0.8646431507145633}","{'spearman': 0.21463861192456488, 'cosine': 0.7263945047156125}","{'spearman': -0.270341908216504, 'cosine': 0.6755688832324819}"
06-Fraud/37,"{'spearman': -0.09988701777478755, 'cosine': 0.8528219039847266}","{'spearman': 0.20453184723042492, 'cosine': 0.8111238411126334}","{'spearman': -0.1633309327274041, 'cosine': 0.822534699507833}"
06-Fraud/4,"{'spearman': 0.08882432051275362, 'cosine': 0.7805554805226053}","{'spearman': 0.05306289852248384, 'cosine': 0.7731959331436994}","{'spearman': -0.23901539399098629, 'cosine': 0.7613888866488049}"
06-Fraud/44,"{'spearman': -0.014785969007538046, 'cosine': 0.7065107987327099}","{'spearman': 0.23985136684945316, 'cosine': 0.7819870772644375}","{'spearman': 0.14998986076390372, 'cosine': 0.6954540020939003}"
06-Fraud/48,"{'spearman': 0.02015445853481276, 'cosine': 0.8873951091247098}","{'spearman': 0.20458311271082008, 'cosine': 0.7822493892552201}","{'spearman': -0.1823596864675695, 'cosine': 0.7692422390874294}"
06-Fraud/49,"{'spearman': -0.08256285982594243, 'cosine': 0.8253025809171661}","{'spearman': 0.42070676196323087, 'cosine': 0.7112946841227729}","{'spearman': -0.10052788695473619, 'cosine': 0.6261969675077013}"
06-Fraud/51,"{'spearman': 0.005724151737545767, 'cosine': 0.6941682714703338}","{'spearman': 0.1570882469565297, 'cosine': 0.7744449250012436}","{'spearman': 0.2024340215928959, 'cosine': 0.7053678278798139}"
06-Fraud/55,"{'spearman': 0.026177137411139015, 'cosine': 0.6768468206869648}","{'spearman': 0.2135774649720297, 'cosine': 0.7932576995158367}","{'spearman': 0.15877363528780578, 'cosine': 0.6635454986352514}"
06-Fraud/69,"{'spearman': -0.0603177883680445, 'cosine': 0.6374639760672525}","{'spearman': 0.08674024075478363, 'cosine': 0.7652886389922836}","{'spearman': -0.1561573060888874, 'cosine': 0.6327744210879875}"
06-Fraud/7,"{'spearman': 0.0041805724241592915, 'cosine': 0.8358938044305679}","{'spearman': 0.21427109749002957, 'cosine': 0.733670125933145}","{'spearman': -0.13407702967900914, 'cosine': 0.7287699644073679}"
06-Fraud/70,"{'spearman': -0.04446798966913639, 'cosine': 0.8317919806239877}","{'spearman': 0.057003073627550103, 'cosine': 0.7309306647218905}","{'spearman': -0.14549334998843877, 'cosine': 0.7556146705809853}"
06-Fraud/74,"{'spearman': 0.06492890240216652, 'cosine': 0.7131127026927032}","{'spearman': 0.1734870409024832, 'cosine': 0.766256063361171}","{'spearman': 0.21847957229271397, 'cosine': 0.702718169557743}"
06-Fraud/75,"{'spearman': 0.006170325270575424, 'cosine': 0.7412714806356632}","{'spearman': 0.1197699591195551, 'cosine': 0.7531136039952516}","{'spearman': -0.1843446336829093, 'cosine': 0.6294619410065778}"
06-Fraud/78,"{'spearman': 0.04360996295601709, 'cosine': 0.7735308163160962}","{'spearman': 0.20646052158127717, 'cosine': 0.8000462629613567}","{'spearman': 0.26677713621622295, 'cosine': 0.7988051998135713}"
06-Fraud/80,"{'spearman': -0.023145248501758916, 'cosine': 0.7472716266551207}","{'spearman': 0.22370996241491004, 'cosine': 0.8086461583368744}","{'spearman': 0.16150030222315198, 'cosine': 0.7339122832977609}"
06-Fraud/81,"{'spearman': 0.0825339254021011, 'cosine': 0.6717083285705809}","{'spearman': 0.21949590839408803, 'cosine': 0.7691266573915176}","{'spearman': 0.18775790986765098, 'cosine': 0.6442961896195529}"
06-Fraud/86,"{'spearman': 0.05730475105954435, 'cosine': 0.6415597932989217}","{'spearman': 0.20449337691576217, 'cosine': 0.8126722654019582}","{'spearman': 0.18381145602728996, 'cosine': 0.6111619459622424}"
06-Fraud/89,"{'spearman': -0.013304419110469454, 'cosine': 0.8342304690838948}","{'spearman': 0.24283677885253022, 'cosine': 0.7356819842808002}","{'spearman': -0.45159464669842464, 'cosine': 0.6144271626668342}"
07-Sex/0,"{'spearman': 0.21481593917513625, 'cosine': 0.8276066553473083}","{'spearman': 0.08740115422498886, 'cosine': 0.6685577275815684}","{'spearman': -0.029409451182351606, 'cosine': 0.6507376439416134}"
07-Sex/1,"{'spearman': 0.04749783737409354, 'cosine': 0.8837708064024784}","{'spearman': 0.2294604293460725, 'cosine': 0.7450723332742326}","{'spearman': -0.11156194409252401, 'cosine': 0.6885278178229312}"
07-Sex/10,"{'spearman': 0.028508429760577946, 'cosine': 0.8613750793021636}","{'spearman': 0.12630049087494272, 'cosine': 0.6886077471865614}","{'spearman': -0.17757451628275456, 'cosine': 0.6724268981622855}"
07-Sex/108,"{'spearman': 0.08253802656125489, 'cosine': 0.7642096978935105}","{'spearman': 0.16354825618279342, 'cosine': 0.694677641770032}","{'spearman': -0.17010667650017397, 'cosine': 0.6281637091961699}"
07-Sex/13,"{'spearman': 0.07546044515426509, 'cosine': 0.6694587715761152}","{'spearman': 0.16725807968320835, 'cosine': 0.7802196764811626}","{'spearman': 0.21471172644253322, 'cosine': 0.6854637975823907}"
07-Sex/16,"{'spearman': 0.04984300902694986, 'cosine': 0.8870668660123562}","{'spearman': 0.17860701665328307, 'cosine': 0.7614770171638447}","{'spearman': -0.042761147493568165, 'cosine': 0.7546046520073799}"
07-Sex/19,"{'spearman': -0.02634366745498762, 'cosine': 0.7702756089077963}","{'spearman': 0.3746465637451754, 'cosine': 0.8146255700672609}","{'spearman': -0.0025269470546455714, 'cosine': 0.7029735542381597}"
07-Sex/22,"{'spearman': 0.0025683546913407764, 'cosine': 0.884230334240816}","{'spearman': 0.18064418946141475, 'cosine': 0.810791926330452}","{'spearman': -0.004699966658966711, 'cosine': 0.8259564591045053}"
07-Sex/23,"{'spearman': 0.16542416102567015, 'cosine': 0.6567838113400553}","{'spearman': 0.405842784630573, 'cosine': 0.719217235123923}","{'spearman': -0.11730642626913934, 'cosine': 0.4598197588290001}"
07-Sex/24,"{'spearman': -0.03448603562095384, 'cosine': 0.8839451229562789}","{'spearman': 0.14021203610742236, 'cosine': 0.7369621484856599}","{'spearman': -0.2075942338080274, 'cosine': 0.7447455329101094}"
07-Sex/26,"{'spearman': 0.07147638788966969, 'cosine': 0.687582328972267}","{'spearman': 0.18756895186579697, 'cosine': 0.814500039946049}","{'spearman': 0.25683391090011, 'cosine': 0.7117317989819887}"
07-Sex/27,"{'spearman': -0.01768776582034583, 'cosine': 0.8839591954576069}","{'spearman': 0.23245955228848664, 'cosine': 0.8077814133839216}","{'spearman': -0.26351891221674, 'cosine': 0.7713019594856215}"
07-Sex/28,"{'spearman': 0.04566965917393778, 'cosine': 0.6955793145602452}","{'spearman': 0.275715562657505, 'cosine': 0.789203673870302}","{'spearman': 0.20284288674658751, 'cosine': 0.6557633433188723}"
07-Sex/29,"{'spearman': 0.05634626031084514, 'cosine': 0.6874885533746398}","{'spearman': 0.1954272422438327, 'cosine': 0.8009740777312819}","{'spearman': 0.23296350432211782, 'cosine': 0.6867437572559544}"
07-Sex/31,"{'spearman': -0.11057757284537552, 'cosine': 0.8669783575215585}","{'spearman': 0.25672949357362407, 'cosine': 0.8271871690527738}","{'spearman': -0.3105208288113525, 'cosine': 0.7684966951010607}"
07-Sex/32,"{'spearman': 0.25172116528300487, 'cosine': 0.8693694066811368}","{'spearman': 0.27960644365767795, 'cosine': 0.8320544204255385}","{'spearman': 0.10741454272816565, 'cosine': 0.8012689621043413}"
07-Sex/34,"{'spearman': -0.047167045769920604, 'cosine': 0.86311409963526}","{'spearman': 0.11957915413488397, 'cosine': 0.7598164352978852}","{'spearman': -0.26566004994624576, 'cosine': 0.742328093536918}"
07-Sex/36,"{'spearman': 0.11982502137622103, 'cosine': 0.7039378648633778}","{'spearman': 0.18762827717847155, 'cosine': 0.7698152771338186}","{'spearman': 0.27522314270872034, 'cosine': 0.6981842943248628}"
07-Sex/38,"{'spearman': 0.06735574196195615, 'cosine': 0.88607810746775}","{'spearman': 0.09975387157541515, 'cosine': 0.7609497650269644}","{'spearman': -0.22441692243313988, 'cosine': 0.7427114536206202}"
07-Sex/39,"{'spearman': 0.06767046953443848, 'cosine': 0.8755254469168259}","{'spearman': 0.06642086649353209, 'cosine': 0.7411864053115828}","{'spearman': -0.24183611242866015, 'cosine': 0.744661702039073}"
07-Sex/45,"{'spearman': 0.00923297913934656, 'cosine': 0.7425305987615282}","{'spearman': 0.12931216646068822, 'cosine': 0.7836652766331603}","{'spearman': 0.19001600160507032, 'cosine': 0.7302500958924252}"
07-Sex/47,"{'spearman': 0.08089422761526377, 'cosine': 0.8295047138152543}","{'spearman': 0.20386655318728042, 'cosine': 0.7583165587073624}","{'spearman': -0.18080519092108346, 'cosine': 0.7319740975364426}"
07-Sex/48,"{'spearman': 0.19773364914567979, 'cosine': 0.8239312539681789}","{'spearman': 0.07782188517183312, 'cosine': 0.6907407819113224}","{'spearman': -0.024708387307359327, 'cosine': 0.6795446281083444}"
07-Sex/49,"{'spearman': -0.008232518142113482, 'cosine': 0.7172250710260722}","{'spearman': 0.17617796877948408, 'cosine': 0.7787287842590528}","{'spearman': 0.1396024947197314, 'cosine': 0.7265425474489339}"
07-Sex/54,"{'spearman': 0.04435776118645194, 'cosine': 0.6751125614454409}","{'spearman': 0.21143405429946857, 'cosine': 0.801214380425528}","{'spearman': 0.21201767999835744, 'cosine': 0.6624131034166414}"
07-Sex/56,"{'spearman': 0.08695589684485223, 'cosine': 0.8247655009623801}","{'spearman': 0.040743025570969434, 'cosine': 0.8028971326734006}","{'spearman': -0.05650031949110717, 'cosine': 0.7571445555324934}"
07-Sex/60,"{'spearman': 0.054131803860337634, 'cosine': 0.7133342229568735}","{'spearman': 0.2595322471001463, 'cosine': 0.7837747835266955}","{'spearman': 0.20906545162764884, 'cosine': 0.6909895013752317}"
07-Sex/65,"{'spearman': 0.041342662414523744, 'cosine': 0.7088472791155089}","{'spearman': 0.27020864407503964, 'cosine': 0.7771378909987269}","{'spearman': 0.21296187558236584, 'cosine': 0.7141584956387258}"
07-Sex/67,"{'spearman': 0.05648985000750386, 'cosine': 0.7334445120843314}","{'spearman': 0.18765444082450897, 'cosine': 0.8004481780286891}","{'spearman': 0.1430011164608967, 'cosine': 0.7181756013491282}"
07-Sex/71,"{'spearman': 0.07020551458051212, 'cosine': 0.6848100564437479}","{'spearman': 0.1865745103699088, 'cosine': 0.7764323639721566}","{'spearman': 0.22975423297032013, 'cosine': 0.6915361406273477}"
07-Sex/72,"{'spearman': -0.14696035909119828, 'cosine': 0.829603411212213}","{'spearman': 0.41179694846695786, 'cosine': 0.613921748134376}","{'spearman': -0.2689199151709643, 'cosine': 0.5336413667877467}"
07-Sex/73,"{'spearman': 0.038398942407988565, 'cosine': 0.8872720285387263}","{'spearman': 0.2557124521781307, 'cosine': 0.7252159567112434}","{'spearman': -0.0015912695359729973, 'cosine': 0.705047105132006}"
07-Sex/74,"{'spearman': 0.05648985000750386, 'cosine': 0.7334445120843314}","{'spearman': 0.18765444082450897, 'cosine': 0.8004481780286891}","{'spearman': 0.1430011164608967, 'cosine': 0.7181756013491282}"
07-Sex/77,"{'spearman': 0.19936580250356517, 'cosine': 0.816537474668118}","{'spearman': 0.32759031555628154, 'cosine': 0.7870927844064628}","{'spearman': 0.06802466311649481, 'cosine': 0.7427128043969797}"
07-Sex/78,"{'spearman': 0.039373908183975584, 'cosine': 0.8383831272048374}","{'spearman': 0.14191620632405166, 'cosine': 0.7039241462127688}","{'spearman': -0.01680189790364326, 'cosine': 0.6991170318196777}"
07-Sex/79,"{'spearman': 0.02215892942583779, 'cosine': 0.7056804214117509}","{'spearman': 0.18700140526103975, 'cosine': 0.8192173851194805}","{'spearman': 0.20248775804585176, 'cosine': 0.6766329102793825}"
07-Sex/82,"{'spearman': 0.08669786570395832, 'cosine': 0.8073555848454511}","{'spearman': 0.31150938568400466, 'cosine': 0.5822475936828386}","{'spearman': -0.15013296448244084, 'cosine': 0.5686120406074556}"
07-Sex/87,"{'spearman': 0.09413597895406915, 'cosine': 0.8543130343463707}","{'spearman': 0.33785629529175676, 'cosine': 0.8209940558559957}","{'spearman': -0.1643086217110417, 'cosine': 0.7536346789806323}"
07-Sex/88,"{'spearman': 0.16432229044052266, 'cosine': 0.8325821399168508}","{'spearman': 0.031523122310329506, 'cosine': 0.7575769894399405}","{'spearman': 0.0038337854962792357, 'cosine': 0.7996423734993463}"
07-Sex/89,"{'spearman': -0.07227457987801393, 'cosine': 0.8964390380793915}","{'spearman': 0.10544194319796672, 'cosine': 0.8506498811148273}","{'spearman': -0.17221000407708956, 'cosine': 0.8478938903477473}"
07-Sex/90,"{'spearman': -0.017172345898960148, 'cosine': 0.8736720381987467}","{'spearman': 0.36118780199943185, 'cosine': 0.6615237793558351}","{'spearman': -0.15670275619981716, 'cosine': 0.6437371212541202}"
07-Sex/96,"{'spearman': 0.19645452457637427, 'cosine': 0.8819100264899561}","{'spearman': -0.0026987039949311815, 'cosine': 0.7022875678815798}","{'spearman': -0.19588769634009137, 'cosine': 0.7341955575077358}"
07-Sex/98,"{'spearman': 0.04261019555912954, 'cosine': 0.8118679717300977}","{'spearman': 0.17358092206444103, 'cosine': 0.7734692965827931}","{'spearman': -0.15553479012133367, 'cosine': 0.7192355496197015}"
08-Political_Lobbying/0,"{'spearman': 0.018176499292426585, 'cosine': 0.8309271984015282}","{'spearman': -0.03669276755674023, 'cosine': 0.8396377746749222}","{'spearman': -0.09070134731786272, 'cosine': 0.812435852751386}"
08-Political_Lobbying/1,"{'spearman': 0.08013209200335422, 'cosine': 0.8113028564018933}","{'spearman': 0.1924047885908031, 'cosine': 0.6828534771434132}","{'spearman': -0.32537604625934946, 'cosine': 0.7065389396043661}"
08-Political_Lobbying/102,"{'spearman': -0.036770277317162446, 'cosine': 0.8982694229533296}","{'spearman': 0.27797295802363614, 'cosine': 0.7420092202643058}","{'spearman': -0.10135989795324102, 'cosine': 0.7208739892191149}"
08-Political_Lobbying/105,"{'spearman': 0.034570131517212735, 'cosine': 0.8713344946528419}","{'spearman': 0.010105107460729458, 'cosine': 0.7240759109697128}","{'spearman': -0.3120460714504104, 'cosine': 0.7064645223512885}"
08-Political_Lobbying/106,"{'spearman': 0.022692601285794978, 'cosine': 0.8995335958669783}","{'spearman': -0.10488280175636597, 'cosine': 0.807463512437458}","{'spearman': -0.14742729765682872, 'cosine': 0.8106623967651039}"
08-Political_Lobbying/111,"{'spearman': 0.013472744411822989, 'cosine': 0.7063148773543617}","{'spearman': 0.24983734107366287, 'cosine': 0.8099248958068297}","{'spearman': 0.181803848625674, 'cosine': 0.6978647794121112}"
08-Political_Lobbying/126,"{'spearman': 0.09516937212144415, 'cosine': 0.760806127296676}","{'spearman': 0.15962163768905602, 'cosine': 0.8333825313497091}","{'spearman': 0.16327871330350363, 'cosine': 0.7767009002553179}"
08-Political_Lobbying/128,"{'spearman': 0.022610274307330657, 'cosine': 0.8310549207238199}","{'spearman': 0.06774506591597546, 'cosine': 0.7112269466778588}","{'spearman': -0.3688678718422531, 'cosine': 0.7119848403261564}"
08-Political_Lobbying/130,"{'spearman': 0.03297927842123014, 'cosine': 0.683711954901395}","{'spearman': 0.17713314078152492, 'cosine': 0.801375276930505}","{'spearman': 0.21899819605145088, 'cosine': 0.7121194930268389}"
08-Political_Lobbying/137,"{'spearman': 0.03799380126649277, 'cosine': 0.6474992069532557}","{'spearman': 0.2246641417560144, 'cosine': 0.7749353337692819}","{'spearman': 0.25448893577056, 'cosine': 0.6735952530412291}"
08-Political_Lobbying/14,"{'spearman': 0.07552592747518119, 'cosine': 0.8931190266051791}","{'spearman': -0.042848052988478415, 'cosine': 0.8464605447487613}","{'spearman': -0.1450674783991773, 'cosine': 0.830675888130519}"
08-Political_Lobbying/140,"{'spearman': 0.05577220861374965, 'cosine': 0.6540546419400869}","{'spearman': 0.15349574075242758, 'cosine': 0.8476394077402712}","{'spearman': 0.17526181715001188, 'cosine': 0.6852211640685343}"
08-Political_Lobbying/141,"{'spearman': 0.055121956617798645, 'cosine': 0.7102027262416601}","{'spearman': 0.14463082698289254, 'cosine': 0.8035004504875082}","{'spearman': 0.2575274842785493, 'cosine': 0.7517264713828685}"
08-Political_Lobbying/156,"{'spearman': 0.048418468127575325, 'cosine': 0.8407198408807991}","{'spearman': 0.08995221160319737, 'cosine': 0.7526382162698366}","{'spearman': -0.13221489202123418, 'cosine': 0.7979747874743762}"
08-Political_Lobbying/16,"{'spearman': -0.015583102625770383, 'cosine': 0.8900120025633604}","{'spearman': 0.25550179397287975, 'cosine': 0.8286380512989383}","{'spearman': -0.08056351568334995, 'cosine': 0.7982113720229709}"
08-Political_Lobbying/163,"{'spearman': 0.0406519533934644, 'cosine': 0.8370374302710609}","{'spearman': 0.12742224185964224, 'cosine': 0.7825010803951097}","{'spearman': -0.04352310104604876, 'cosine': 0.7378743884986362}"
08-Political_Lobbying/164,"{'spearman': 0.11649625776547631, 'cosine': 0.7655788536254786}","{'spearman': 0.17743500944582105, 'cosine': 0.8227542760178211}","{'spearman': 0.2608909017790488, 'cosine': 0.7994374887558264}"
08-Political_Lobbying/17,"{'spearman': 0.06634729630623841, 'cosine': 0.8468206172574723}","{'spearman': 0.4180820098118602, 'cosine': 0.6995966298555591}","{'spearman': -0.04641282770801178, 'cosine': 0.6288628954916092}"
08-Political_Lobbying/170,"{'spearman': 0.016538488226368345, 'cosine': 0.7689440718189076}","{'spearman': 0.18239393048217978, 'cosine': 0.8265036653946474}","{'spearman': 0.15165308827541113, 'cosine': 0.7696547192489763}"
08-Political_Lobbying/179,"{'spearman': 0.025540515839437634, 'cosine': 0.8073046851594384}","{'spearman': 0.19068925641601167, 'cosine': 0.7656551204614407}","{'spearman': -0.22687118626730046, 'cosine': 0.7789415943119115}"
08-Political_Lobbying/18,"{'spearman': -0.05187237978091005, 'cosine': 0.8918523963658455}","{'spearman': 0.2674912969089325, 'cosine': 0.7795291418359471}","{'spearman': -0.3115702028056959, 'cosine': 0.7540290727727033}"
08-Political_Lobbying/2,"{'spearman': 0.062271213990750064, 'cosine': 0.853065791139345}","{'spearman': -0.023591235817944433, 'cosine': 0.5826168260040288}","{'spearman': -0.04458699583790703, 'cosine': 0.5476856717173085}"
08-Political_Lobbying/22,"{'spearman': 0.05819977576720796, 'cosine': 0.7090687965367672}","{'spearman': 0.18419977318263922, 'cosine': 0.8319688497673658}","{'spearman': 0.1549265569476327, 'cosine': 0.7273230857918979}"
08-Political_Lobbying/27,"{'spearman': 0.00473312813980074, 'cosine': 0.7599068259816717}","{'spearman': 0.20022305068003296, 'cosine': 0.7972204019787466}","{'spearman': 0.1546309202958577, 'cosine': 0.7818403581165538}"
08-Political_Lobbying/29,"{'spearman': 0.07694116144851092, 'cosine': 0.8049767982386296}","{'spearman': 0.06569813761208336, 'cosine': 0.7667215567445441}","{'spearman': 0.11033744308665606, 'cosine': 0.7189184261416062}"
08-Political_Lobbying/3,"{'spearman': 0.008546418418391348, 'cosine': 0.8415454920551201}","{'spearman': 0.13033625055144932, 'cosine': 0.6595000743214161}","{'spearman': -0.2241955568100946, 'cosine': 0.7010403200221259}"
08-Political_Lobbying/50,"{'spearman': -0.04983959937614325, 'cosine': 0.7512624117342664}","{'spearman': 0.2784555234345773, 'cosine': 0.7581841552464463}","{'spearman': -0.06406537084245131, 'cosine': 0.6138127720062946}"
08-Political_Lobbying/52,"{'spearman': -0.028557351150279058, 'cosine': 0.8486908498534559}","{'spearman': 0.13691210931459485, 'cosine': 0.6734470385695157}","{'spearman': -0.2777197363659817, 'cosine': 0.6775680750603827}"
08-Political_Lobbying/53,"{'spearman': 0.04098783193524935, 'cosine': 0.7178446881854281}","{'spearman': 0.21876328811491308, 'cosine': 0.7965033584139598}","{'spearman': 0.2311883271089415, 'cosine': 0.7199399473006921}"
08-Political_Lobbying/55,"{'spearman': 0.07629272262731486, 'cosine': 0.8386959547470756}","{'spearman': 0.20744848326774212, 'cosine': 0.8076532543079525}","{'spearman': 0.0044440732864580645, 'cosine': 0.7839893025737894}"
08-Political_Lobbying/59,"{'spearman': 0.09528427230315183, 'cosine': 0.66600312746506}","{'spearman': 0.12708123766334573, 'cosine': 0.8097397101065428}","{'spearman': 0.3377677311690503, 'cosine': 0.7119631568797459}"
08-Political_Lobbying/63,"{'spearman': 0.051727999116532926, 'cosine': 0.8254137051598007}","{'spearman': 0.12423626042973712, 'cosine': 0.6977492323742054}","{'spearman': -0.07278643067273725, 'cosine': 0.7797230181642265}"
08-Political_Lobbying/66,"{'spearman': -0.016431250331942884, 'cosine': 0.7303826595899504}","{'spearman': 0.1865950062336456, 'cosine': 0.8062077524859171}","{'spearman': 0.18876249448929866, 'cosine': 0.7444269529800535}"
08-Political_Lobbying/69,"{'spearman': 0.0947096067323726, 'cosine': 0.7560352675510856}","{'spearman': 0.29145687035184387, 'cosine': 0.8481231417704465}","{'spearman': -0.14439150935085532, 'cosine': 0.7206777264281692}"
08-Political_Lobbying/71,"{'spearman': -0.1647480627334686, 'cosine': 0.8856101973695961}","{'spearman': 0.30267673433416503, 'cosine': 0.7814791779068226}","{'spearman': -0.2798429432513285, 'cosine': 0.7488427528707753}"
08-Political_Lobbying/76,"{'spearman': 0.0713356593692024, 'cosine': 0.7514821053359505}","{'spearman': 0.00803094351606716, 'cosine': 0.7971647863783973}","{'spearman': -0.17706797876743857, 'cosine': 0.7664611377012093}"
08-Political_Lobbying/81,"{'spearman': -0.040444239709898085, 'cosine': 0.8573142745145782}","{'spearman': 0.12182276685362016, 'cosine': 0.7504136315293558}","{'spearman': -0.1913623933846217, 'cosine': 0.77006940593044}"
08-Political_Lobbying/90,"{'spearman': 0.020126679491674314, 'cosine': 0.740304005982978}","{'spearman': 0.2009012701473578, 'cosine': 0.8217301536260025}","{'spearman': 0.12710226022955046, 'cosine': 0.7295946976481422}"
08-Political_Lobbying/91,"{'spearman': 0.08607009794774495, 'cosine': 0.7257145431664654}","{'spearman': 0.1932112536704999, 'cosine': 0.7949613138627046}","{'spearman': 0.26701085962636645, 'cosine': 0.7412346208149869}"
08-Political_Lobbying/92,"{'spearman': 0.07977788560839084, 'cosine': 0.6164645921293195}","{'spearman': 0.14680250807325193, 'cosine': 0.835293695094434}","{'spearman': 0.2727073444594564, 'cosine': 0.6650155128578131}"
08-Political_Lobbying/96,"{'spearman': 0.08907450244365064, 'cosine': 0.6884002950371806}","{'spearman': 0.18271035514858008, 'cosine': 0.8045006305607019}","{'spearman': 0.31843771824280026, 'cosine': 0.7063135915384642}"
09-Privacy_Violence/0,"{'spearman': -0.02577001969729735, 'cosine': 0.858440980878362}","{'spearman': 0.21163551321051594, 'cosine': 0.7495419599056307}","{'spearman': -0.1792328096569607, 'cosine': 0.7268701285224322}"
09-Privacy_Violence/1,"{'spearman': 0.14908418932006684, 'cosine': 0.8897685765174138}","{'spearman': 0.20864920922546143, 'cosine': 0.8368370012525082}","{'spearman': -0.0015595004736277034, 'cosine': 0.814303482157608}"
09-Privacy_Violence/10,"{'spearman': 0.05393742818022743, 'cosine': 0.8556764661524163}","{'spearman': 0.10427125879053198, 'cosine': 0.7504250804375537}","{'spearman': -0.34143961943579354, 'cosine': 0.7299146081447464}"
09-Privacy_Violence/101,"{'spearman': 0.05412784782457049, 'cosine': 0.705951013209069}","{'spearman': 0.18413945221928738, 'cosine': 0.8009733329377434}","{'spearman': 0.27950009389407326, 'cosine': 0.7299757569372215}"
09-Privacy_Violence/102,"{'spearman': 0.06172550746243734, 'cosine': 0.7192944006083709}","{'spearman': 0.1860496853502949, 'cosine': 0.8003804538004627}","{'spearman': 0.2933020795945759, 'cosine': 0.7720511850216061}"
09-Privacy_Violence/106,"{'spearman': 0.11452930043921478, 'cosine': 0.7887056361324348}","{'spearman': 0.13435550692084094, 'cosine': 0.8160394138255209}","{'spearman': 0.2498979443081485, 'cosine': 0.8147370524039612}"
09-Privacy_Violence/114,"{'spearman': 0.013970196336290314, 'cosine': 0.8038005041500792}","{'spearman': 0.2118630897184883, 'cosine': 0.7681705352756036}","{'spearman': -0.414530863162325, 'cosine': 0.6778220987852256}"
09-Privacy_Violence/116,"{'spearman': 0.11041098264767198, 'cosine': 0.6668754515277389}","{'spearman': 0.10979477723518759, 'cosine': 0.8076877366364504}","{'spearman': 0.2205328409015737, 'cosine': 0.6991128993277879}"
09-Privacy_Violence/117,"{'spearman': 0.05257512132595686, 'cosine': 0.7967407746349461}","{'spearman': 0.3206922600283503, 'cosine': 0.7454047456451595}","{'spearman': -0.22029660598790088, 'cosine': 0.648825602211174}"
09-Privacy_Violence/118,"{'spearman': -0.04970871840580598, 'cosine': 0.8285729601476984}","{'spearman': 0.47807878013765237, 'cosine': 0.6570260522242689}","{'spearman': -0.1454773826093372, 'cosine': 0.5447815677671737}"
09-Privacy_Violence/121,"{'spearman': 0.10134773583480979, 'cosine': 0.8536107970228494}","{'spearman': 0.09811430406688346, 'cosine': 0.738957881732539}","{'spearman': -0.1920655298984429, 'cosine': 0.6908076149442578}"
09-Privacy_Violence/126,"{'spearman': 0.05755219127154332, 'cosine': 0.8069426100137226}","{'spearman': 0.19802705767878812, 'cosine': 0.7801508789379779}","{'spearman': 0.22516249280240053, 'cosine': 0.8320230922368597}"
09-Privacy_Violence/130,"{'spearman': 0.12615087580526532, 'cosine': 0.8620602699218336}","{'spearman': 0.07834489695103075, 'cosine': 0.6680792468847346}","{'spearman': -0.07649831222623053, 'cosine': 0.6690374594577141}"
09-Privacy_Violence/132,"{'spearman': -0.04195975939789792, 'cosine': 0.7895053372005156}","{'spearman': 0.31540994297598207, 'cosine': 0.765859227870814}","{'spearman': -0.2923209258619947, 'cosine': 0.6273530640574257}"
09-Privacy_Violence/15,"{'spearman': 0.01881293757832862, 'cosine': 0.6911493945120499}","{'spearman': 0.2230610235305593, 'cosine': 0.7486306549863208}","{'spearman': 0.1865541913366039, 'cosine': 0.6517020536632308}"
09-Privacy_Violence/16,"{'spearman': 0.16341246421445124, 'cosine': 0.8567155608874396}","{'spearman': 0.28825063031115394, 'cosine': 0.7873705150166245}","{'spearman': 0.1562155654017894, 'cosine': 0.8854843212774801}"
09-Privacy_Violence/17,"{'spearman': 0.13835560906051192, 'cosine': 0.8488814256594605}","{'spearman': 0.11605377930004723, 'cosine': 0.8379071169258315}","{'spearman': 0.1426514340376113, 'cosine': 0.8646030532381853}"
09-Privacy_Violence/19,"{'spearman': -0.014607153263814076, 'cosine': 0.8456418918066468}","{'spearman': 0.10392278422782027, 'cosine': 0.7078753081911529}","{'spearman': -0.10548218067066709, 'cosine': 0.6942114765108044}"
09-Privacy_Violence/25,"{'spearman': -0.004403486702779389, 'cosine': 0.7899827913239398}","{'spearman': 0.0894051410114608, 'cosine': 0.7659623876371064}","{'spearman': -0.3862037847193094, 'cosine': 0.707850856242077}"
09-Privacy_Violence/32,"{'spearman': 0.09746514788035007, 'cosine': 0.8364053488459846}","{'spearman': 0.368509612075933, 'cosine': 0.7626563178357612}","{'spearman': -0.06867397762056966, 'cosine': 0.7254760737580173}"
09-Privacy_Violence/33,"{'spearman': -0.09020777629785812, 'cosine': 0.7887935506130413}","{'spearman': 0.24332163974954324, 'cosine': 0.7501350503021834}","{'spearman': -0.32150516574736787, 'cosine': 0.6590416230878063}"
09-Privacy_Violence/4,"{'spearman': 0.06072305506387549, 'cosine': 0.6878737076838226}","{'spearman': 0.15358525237805143, 'cosine': 0.7866995232923792}","{'spearman': 0.3120179601797568, 'cosine': 0.7375215370884834}"
